,0
47,"I'd heartily recommend these headphones for 2 reasons. Firstly the headphones themselves are excellent. The sound quality is very good and they are comfortable even over long periods. There's no active noise cancellation but there are plenty of ear tips provided that provide a snug fit which do a good job of blocking out external noise. Fit a pair of foam tips and the external noise is practically zero. The Bluetooth set up is simple and quick and I've not experienced any drop outs. The battery life is good, I use mine about 4-5 hours per day and only charge need to charge once every other day. The second reason I'd recommend these headphones is the customer service provided by the retailer. My pair develop a fault in one of the ears after 6 months. I contacted the retailer and even though I reported the issue on the 23rd December, I had a reply and confirmation of a replacement set by the 26th December. I wasn't expecting a response, never mind a resolution, until the start of the New Year. The process was simple and Crystal, the customer services rep I dealt with was brilliant."
48,"I needed some wireless headphones for the gym, these are perfect. The battery lasts a decent amount of timez I usually charge mine after a gym session. The audio quality is great and they are comfortable to wear aswell with a nice selection of different sized buds. Also comes with a really sturdy and small hardcase which easy fits into a gym bag. These were a great purchase, very happy with them"
49,"These earphones are very comfortable, with several rubber tips to fit everybody's ears. Plastic is good quality. Bass is balanced and pairing is easy. Not too loud and battery life is shorter than some of my over ear bluetooth headphones like 'Beats' but that's to be expected for their size. I think they're great value for money and specially good for sweating like a horse at the gym. I was going to say like a pig but then again, pigs don't sweat that much. They really enjoy mud baths. But that's another story..."
50,"For the money these are superb. I don't like to wear expensive headphones around London etc, but these fit the bill perfectly. They are loud, have good sound reproduction and are cheap! They pair very well with various bluetooth devices, so no complaints there. I haven't used them to make/answer phone calls yet."
51,"I don’t write many reviews, but this has to be written. In summary: the value for money here is outstanding. I am somewhat of an audiophile and has spend so. Much. Money. On headphones and portable devices the last 25 years, still remembering the Sony MDR-888...ah. Anyway. I had a previous version from soundpeata that were good, but they ended up in tha laundry machine, so I got these mainly for workout. I now use them all the time for everything. The fit is perfect with great passive noise cancelling, 5 stars is not comparing with active noise cancelling. Never falls out or hurt my ears. The cord is the perfect length with good magnets to keep in comfortably around your neck. And then the sound. For this price you’ll get amazing value. I could definitely nitpick regarding sound stage but then we are comparing with devices costing at least 5 times as much, sometimes 10 or 20. And the most important lesson is that unless you compare them side to side, most of that difference is not noticed. Our ears and brains are made to adapt and as long as the sound quality is good enough and enjoyable our brain is happy. And that’s the case here. Yes, the highs can still be a little harsh for my taste which is the only thing that can still bother me when listening. Battery life is ok, and call quality terrible, with a mic that doesn’t really hold up. I charge them every day after usage which is ok. And I don’t use them for calls. But especially given the price, I’m slightly in love. Having a Cambridge ones on the way, but these ones will keep their place for everyday use and convenience. Highly recommended."
52,"Pros: very confortable to wear for long periods; quality of material, sound quality;softness of the rubber, range and quality of the bluetooth connection; nice transport case. Cons: it does NOT have noise cancellation(the rubber fills the canal so it muffles but that way different from noise cancellation; the Earbuds are really bulky, they aren't discreet at all; cable length places the microphone under your right ear which isn't optimal for a good and clear conversation over the micro. This also makes it difficult to run with it because the weight of the microphone is enough to put pressure on the right side and the left ear bud struggles to stay in place."
53,"I brought these for the simple fact I was fed up with my d7 mpow s falling off during a crossfit workout. I saw a video on YouTube where the reviewer wore the soundpeats in the gym and they stayed In. I ordered them on the sat, delivered on Sunday evening. Monday morning gym I popped them in my ears... And they stayed there for the whole workout, which was amazing for me. Sound quality is good enough for the gym and better than my mpow d7. Try them if the gym is your main place of use. You will not be disappointed."
54,"These are really excellent for the price, great build quality, brilliant battery and, of course an amazing price. The sound quality does leave a little bit to be desired, bass is nice and punchy, mids are clear but highs left me a bit underwhelmed, the sound overall seemed a bit flat and not very dynamic, but, for the price this is the best you can get. These are a great pair if you want to work out or run as the ear tip wings are very effective at keeping the sound peats in your ears. Buy these as a secondary pair that you can just throw in your gym bag and not worry about getting wet or breaking."
55,"I use these daily when I run and they have not let me down once. A great battery life which means I can listen for longer and the good noise cancellation means my music drowns out the barking of dogs and such. The sound quality is great for the size of the earphones but my beats have a better audio range. I also enjoy the 'in-ear' design, keeps them from falling out whilst I'm running."
56,"Very happy with the quality of the packaging. Very happy with the texture feel of the headphone themselves. The feeling when they sit in your ear, absolutely quality. Havent used them for long duration yet but so far so perfect. On a side note, I was getting a bit distortion but I'm assuming that's from the fact it needs charging (but my phone shows it fully charged) FOR A 17.99 PAIR I'M ABOUT TO PURCHASE MORE!!!"
57,"Previously before purchasing these Soundpeats VALUE’s I owned the Soundpeats Q30 plus which were absolutely brilliant in terms of dynamics, there wasn’t any distortion whatsoever on bass drops and the highs and mids were perfect. However using these earbuds the distortion is disturbing and really disappointing when it’s only £7 cheaper from the Q30’s.I am considering having these refunded..."
58,"Sound quality is good, but the retainer loops pull the ear bud away from the ear canal & so sound quality suffers. So, I thought I would simply take off the retainer loops, but this leaves a sharp lug on the barrel of the earphone which is really uncomfortable. Net result is that these just don't work for me."
59,"Lo tengo desde julio, estamos a diciembre y lleva un par de meses fallando. La conexión de los botones no va muy bien, no siempre se enciende cuando clicas el botón. Además, a veces, cuando no hace buena conexión, hace un ruido muy raro, directo a tus oídos, como si te estuvieran soplando fuerte, y es muy molesto. Me gustaría devolverlo y que me dieran otro, porque es muy cómodo para hacer deporte. La batería tampoco es una maravilla. Cuando llega al 60% tienes que cargarlo, o si no, en 30 minutos te has quedado sin batería."
60,J'attendai mieux trop de micro coupure
61,Supper
62,"Bon produit, bon service rapide. très satisfait."
63,Écouter ma radio préférée le matin au lit (je suis un réveil tôt) et de la musique. Appairage en 1mn. Bonne qualité de son. A voir avec le temps. Reçu avec 1 journée d'avance. Merci
64,parfait
65,"I mini auricolari che vanno tanto di moda sono belli, comodi, ma hanno tutti un limite progettuale, avendo il microfono ad altezza orecchio non hanno una cattura audio ottimale per ambienti rumorosi. Ed ecco entrare in scena il nostro auricolare con microfono a stelo. Il doppio microfono funziona perfettamente, i rumori ambientali vengono praticamente cancellati e la voce è perfetta quando quella di una normale telefonata effettuata senza auricolare. La forma stile ""vecchio apparecchio acustico"" forse per molti sembrerà una cosa antica ma è estremamente comoda, una volta indossato non da nessun fastidio, non scivola, non si rischia il click o doppio click casuale. Se lavorate in ambienti rumorosi o dovete fare tante telefonate quando siete in macchina questa è la soluzione perfetta, il prodotto è solito, ottimo e con un rapporto prezzo/prestazioni imbattibile. nota a margine, molto carina e curata anche la confezione, un particolare che denota come non si sia risparmiato in nessun dettaglio"
66,Arrivato in tempo. Prodotto di buona qualità. Molto comodo l'utilizzo per quando si é in auto. La qualità del suono é buona così come l'audio in uscita dal Microfono. Possibilità di utilizzarlo per entrambe le orecchie. Connessione bluetooth molto semplice.
67,"Meglio di un analogo predecessore come suono. Provato anche con il collegamento simultaneo a PC+Telefono, funziona ma non è stabile nel mantenere il contatto con entrambi. La batteria era la più potente disponibile e dura quasi tutta la giornata, anche se non basta mai"
68,Ottima durata della batteria Buono il suono sia in uscita che in ricezione Diventa scomodo se lo devi usare per molte ore per via del peso e della forma.
69,"Acquisto per uso personale in auto, funziona perfettamente e rimane agganciato a tutti i dispositivi. Ottimo acquisto, consigliato."
70,👍
71,È un po' difficoltoso indossarlo ma poi è comodissimo
72,Usato per aumento traffico telefonico in remote working. Qualità conforme alle attese
73,Soddisfatto
74,"Buon prodotto, ma un po' ingombrante."
75,Davvero funzionale!!
76,buono
77,"Si sente mediamente bene,con il 5.0 ha una distanza maggiore,e prende anche se il cell è in tasca a differenza del 4.1.. Ma la batteria dura davvero poco,un giorno non ci arriva e non si ricarica con una powerbank...per il prezzo alto pagato dura davvero poco...ha una batteria da 90MhA troppo piccola per l'uso quotidiano,va bene s si usare per mezza giornata... In arrivo una con più batteria,con lui autonomia a un prezzo minore,uguale aa una già acquistata,questo lo restituisco a breve... Notate che ho cambiato il gommino,con questo va bene l'audio,con quelli in dotazione servono orecchie alla dumbo"
78,"il suono: ottimo il microfono: eccellente calza bene, ma per chi porta gli occhiali diventa un problema perché si perde l'allineamento con la vista"
79,"Pour le prix que demander de plus. J'ai acheté ce modèle pour ma femme car elle piquait tout le temps mon BOSE QC35. Mais vu le prix du BOSE on a trouvé un compromis, ,on achète un casque moins cher et on partage les biens. Un coup à toi un coup à moi. Nous écoutons surtout des morceaux MP3 sur PC ou smartphone, ceci pour placer la qualité de son que nous écoutons. Je dois dire que dans ces conditions nous ne voyons pas une énorme différence entre mon AC35 et son HD 4.40. Très bien , elle ne me le pique plus. Il serait presque plus agréable à écouter. Ce modèle qui est en promotion actuellement devrait satisfaire presque tout le monde écoutant du MP3. Si on passe au CD ou si on écoute sur une bonne chaine hifi, la différence devrait aller au Bose, mais pas sûr. Disons que pour l'instant, dans nos conditions d'écoute, la différence effective que je vois entre ce HD4.40 et mon QC35, c'est une économie de plus de 200 euros. Donc je valide ce casque à 100% Révision d'évaluation le 12-08-2018. J'ai essayé ce casque sur PC ASUS ROG 501, ASUS FX753VD-GC261, IPHONE SE, SAMSUNG S8, SAMSUNG NOTE 4. Tout allait bien. Aujourd'hui je viens de changer de téléphone et j'utilise un Samsung S8+. impossible de faire une connexion bluetooth. Essayé de nouveau sur le S8, connexion immédiate. Essayé de nouveau sur le S8+, ce sont les même commandes que pour le S8. Connexion impossible. Je ne sais pas ce qui se passe mais je ne veux chercher pas à comprendre plus. La connexion devrait passer sur tous les appareils disponibles de la famille sans se prendre la tête. Je retourne ce casque avec regret car je maintiens toutes mes évaluations laissées auparavant. La qualité de son reste toujours formidable...quand ça marche. Une étoile en moins pour ce désagrément. Merci Amazon pour le service après vente qui n'a fait aucune difficulté pour reprendre ce produit sans frais de retour."
