,review_rating,review_posted_date,review_text,review_author
96,3.0 ,12 Apr 2013,"Dear Bic, thank you for this charming pen, although I do wish the ink were scented, perhaps like strawberries or lilacs or kittens.",Phoebe B Beebe
97,5.0 ,28 Nov 2013,"I got these for my three daughters, aged 2, 4 and 6.  We're trying to indoctrinate them early on their place in the world, and part of that is identifying with the color pink!  So, now if they're not playing 'cleaning' or 'cooking' in the kitchen, they can use these pens to play ""Grocery List"" for their future husbands they will serve hand and foot!",HealthIT
98,1.0 ,29 Aug 2012,"I bought these for my wife, and promptly returned them. The lack of woman-friendly features, such as a kitchen timer or being able to use it as a vacuum attachment, is simply appalling.",Jcarm22
99,5.0 ,28 Nov 2013,"I used to only use very manly uni-ball pens in black and blue and found myself becoming more manly to the point I had started dating other women. The freedom to write my own cheques and prepare a balanced household budget had unbalance my inner feminine ways and alas there was no helping me until BIC Cristal for Her Ball Pens came along! Soon after finding this revolutionary product my inner femininity returned! I no longer felt inclined to maintain a paying position, read or write items other than grocery lists and was able to relinquish control of my finances to my father. Thanks to BIC I have now met the man of my dreams to complete all of my daily thinking tasks which has increased my time to watch soap operas, file my nails and complete the celebrity crosswords in Cosmo. Thanks BIC!!",Linzi
100,3.0 ,17 Oct 2012,"So one day I'm heading to work and I needed a pen, my job sometimes requires me to write things down.  So I grabbed a pen out of the drawer, boy I should have looked before I grabbed.  After inserting the pen in my breast pocket I started off to work.  As I was driving Celine Dion came on I started to cry.  I shook this off as maybe being from lack of sleep.  Later on at work I was in the break room making sandwiches for all the guys!  I was so confused, somehow I knew how to make any sandwich asked of me!  After I ate I felt bloated, I got terrible cramps in my lower abdomen for no apparent reason.  I took some motrin and chugged on.  Afterwards I felt the need to share my feeling with a fellow co-worker, who stared blankly at me as I explained my emotions.  It was like I was a different person, I get home that night to my wife completely naked but I had a rough day at work and had a terrible headache.  When it dawned on me that I had bought her these pens for her office job!  Immediately I took the pen out of my pocket and threw it away from me.  Instantly I felt like myself again, I told her to go make me a sandwich and all was right in the world again.  Needless to say I feel as though if I had kept this pen for my daily use it would've completely transformed me into a full on woman.  I implore you Bic to put a warning label on this product, on every pen, so this does not happen to another man again!",Anonymous
101,5.0 ,27 Aug 2012,"I <3 my BIC for Her! Like, when I was in school, I could never write those paper things the teachers wanted. It was so hard for me to take notes & stuff. There were some Hello Kitty glitter pens but they were super expensive and ran out so fast. My friends & I just had to use regular BICS with their thick ugly casing. My notes were pretty blah- blue and black ink only gets you so far. We even used PENCIL sometimes, can you believe it?",kitpaw
102,1.0 ,20 Feb 2013,"I stayed the night over at my girlfriend's house and she had picked up a package of these pens.  All I needed to do was to write her a note of what I wanted her to cook me for dinner that night so when she awoke from her beauty sleep and I was at work, she'd know what to get.",J. Hammerling
103,5.0 ,29 Nov 2013,"As a Vagina American, I always wondered what it would be like to have a pen just for me and my people. Now we know! Vagina-Americans everywhere can rejoice that we now have pens made just for us! I put off writing for so long because the Penis-American blue and black pens just never felt right. Now I can finally write in my diary, make grocery lists, and copy my recipes onto cards in appropriate colors!",Dragon Lady
104,1.0 ,28 Nov 2013,Product did not meet my expectations nor meet my needs.,Yugure
105,3.0 ,14 Dec 2014,"I'm disappointed that they are so slim. I get that it's supposed to be beneficial for my delicate lady hands, but my boyfriend wishes I could have practice handling a little more girth.",Tessa
106,5.0 ,12 Apr 2013,I assume that the Bic for Her pens cost less than the Bic for Him pens even though they'll be writing the same words.,C. Palumbo
107,5.0 ,24 Jan 2013,"I tried using a man's pen (as soon as my husband showed me how to work one) but I found that when I tried to write out my recipes or my diary, the pens just didn't have staying power.  I even tried using a mechanical pencil once, but I was so confused I just sat in the kitchen and cried, and cried until my husband finally bought me something pretty. Now, finally, with Bic for her I can complete writing out my menstrual calendar without it 'running out of ink'.  Thanks Bic!",Nunya
108,4.0 ,19 Oct 2012,"I like how these are skinny, pretty to look at, and don't go whining to H.R. when I squeeze them, but they're still mighty pricey; I really think I should only pay about 72% of what the Bic For Men pens cost.",Black Bowler
109,1.0 ,17 Apr 2013,"The most disturbing thing about this entire advertisement is the fact that there is no indication that Amazon will prevent men from purchasing these pens. This is exactly the sort of gender-bending madness that is causing our society to fall to pieces. You turn on the TV, they've got vampires kissing werewolves and God knows what else; you open a magazine and find a bunch of men wearing checkered skirts at Margaret Thatcher's funeral; and now you've got men using women's pens. What next? Sex changes for foeti? Dogs marrying cats? Female motorists? Where does the madness stop??",Señor Khui
110,1.0 ,12 Apr 2013,"These pens really need to come with a warning label that they are ONLY for her. I made the mistake of picking up one of the pens and while my massive man hands could barely control the fragile little pens to write down how to rebuild a carburetor and kill a moose with a Swiss army knife, that was just the beginning of my troubles.",Mountain Scholar
111,4.0 ,08 Sep 2012,"I purchased a pack of Bic For Her pens and I was concerned there was no warning label on the package.  I made the mistake of keeping my For Her pens next to my husband's pens, and pretty soon I noticed they started skipping periods.  A short time later, I had more pens!",Andrea
112,1.0 ,28 Nov 2013,They looked harmless enough... they were just so pretty... Oooooo the colors! All those pretty colors!,David R Holloway
