,index,Unnamed: 0,review_rating,review_posted_date,review_text,review_author
102,102,102,5.0,27 Oct 2014,"Long gone are the days of mashed bananas, cut fingers, nervous breakdowns and delayed cereal toppings. Before I got this product, I had no idea how to slice a banana. I would just stare at it. When I finally got up the courage to make the first cut, I would invariably mash the banana. This would send me into a panic attack and I would usually cut 3 or 4 fingers making the next attempt at a slice. With blood on my shirt and in my cereal, crying and hysterical, I would bravely start each day. The awkward stares of my coworkers have disappeared as I no longer show up to work late, bloodied and covered in mashed banana. I got a promotion and my wife came back. This product saved my life, I can't wait for the Hutzler 572 to hit the shelves.",E
103,103,103,5.0,17 Sep 2013,"I am giving this as a wedding gift. I am also including a 30 day supply of bananas. I am really glad there is no price tag to remove on the packaging as I wouldn't want them to know I spent so much on a gift as ""price was no object.""",Spud
104,104,104,5.0,31 Mar 2013,"I bought the Hutzler 571 as a joke for my cousin.  Months ago he had shown a picture of it on his Facebook page with a caption reading, ""This is the best thing ever invented""..  I thought he was joking as he has a really cool and slightly off-beat sense of humor.  Seeing that I'm the crazy, but silent one, I thought it would be so funny to buy it and send it to him anonymously.  No one would suspect ME of doing anything like that and it would be so much fun watching him try to figure out who would send him an anonymous package with a banana slicer inside.  HE LOVED IT!  With great timing, the package arrived on a day where he had just spent a few hours at the emergency room for a badly sprained ankle. He was in lots of pain and depressed about the day so, finding a package when he got home was a little boost. His wife took a picture of him holding it and  put it on his Facebook page!  It was soooo funny reading the story of his crappy day and seeing a picture of him holding up his anonymously sent banana slicer, especially knowing that I was the one who had sent it to him!!  In the comments section I slyly asked ""what the heck IS that thing in the picture"" and he told me all about how great it was and that I should really read the reviews on Amazon!!!  LOLOL, that was a month ago and he still has no clue it was me who sent it.  This is too much fun. I'm going to keep this up for a long time!  Just hope he doesn't read this review!  Oh, and BTW, I hear that the slicer works great!",Mary Stebbins
105,105,105,5.0,05 May 2016,"I am fortunate to have found such a fantastic kitchen tool.  I use it nearly every day and remark to my family at how thoughtful the designers were of this remarkable instrument.  The most amazing thing is that even if the banana is broken, or is curving the wrong way, the Hutzler 571 Banana Slicer can handle it.  God Bless You, Hutzler company.",Amazon Customer
106,106,106,2.0,16 Oct 2015,"Didn't really do what I'd hoped... I wanted something that would make thin enough slices so I could put them in my dehydrator and make banana chips, but these are thick slices.... I guess if you are slicing a banana to put in cereal, this would work, but didn't work for what I wanted....",Courtney Fox
107,107,107,4.0,17 Feb 2014,"I put a banana on a large plate but I couldn't push the slicer down because of its immense size. The banana I had which I consider ""large"" maybe filled up 2/3 of this max. How big of a banana is this intended for? A garden hose size banana? This also works on kiwi and hotdogs .. just saying.",Lauren S.
108,108,108,4.0,19 Aug 2017,"I am grateful for this banana slicer. I had to make a lot of banana pudding for my family reunion so using this product was very helpful. It is easy to use and it cut my prep time down by about 50% which is great. The only thing I would prefer about this product is if it sliced the banana a little thinner since I like thin banana slices. Other than that, the banana slicer was definitely worth the purchase.",T. Jones
109,109,109,5.0,08 Dec 2013,"You know.... I listened to all the people who wrote a review for the banana slicer. THEY SAID it was the best invention around! THEY SAID you can't do without it! THEY SAID it would solve all of life's problems.I listened to them, and I bought my wife one of these to celebrate our 20th anniversary, and I told her I'm bananas over her. I'm single now.Thanks a lot, everyone!  But.... what the heck.... I'm gonna give it 5 stars anyway.",Amazon Customer
110,110,110,5.0,10 Aug 2017,"What a needless purchase, but I like it.",Obrija
111,111,111,3.0,17 Feb 2013,"It looks like a good product, but it didn't come with directions. I'm still trying to figure out how to use it!",Maria
112,112,112,5.0,22 Jan 2013,Every day the same routine...go to work...come home...THEN it happens.,Banorama
113,113,113,5.0,08 Apr 2018,"Heavy duty, much better than other cheapies elsewhere listed. Worth the money.",Noble
114,114,114,5.0,21 Feb 2014,"I've used this once or twice. I seriously bought this only because of the million hilarious customer pictures. I love you, Internet.",Dondarrion
115,115,115,5.0,02 Jan 2013,Got this for a friend who was totally tickled by the reviews on Amazon.  He laughed so hard he cried; then I'm sure he had bananas sliced to perfection for dinner that night.  No potassium deficiencies for this guy!,Detenten
116,116,116,5.0,29 Dec 2013,Latent Banana,Asitis
117,117,117,4.0,19 Jul 2017,"I know you can slice a banana by hand, but having two little ones who want to eat when THEY want makes slicing up the bananas so much faster! I also make tons of fruit and veggies in the dehydrator and love how I can quickly slice up the bananas to fill my trays and that the slice sizes are consistent!!",Lauren Nicole
118,118,118,3.0,13 Feb 2013,"Honestly, how big do bananas get these days? Yes, I actually BOUGHT one of these. Understand, it's not that I cannot be trusted with (plastic) knives like some others here; it's the sticky fingered mess factor at work I was trying to overcome. OK, I might also have a problem resisting kitchen gadgets. Anyway, the trouble is, this slicer is over 10"" long and 3.5"" wide. For one earth banana?? Really? Not enough room at work to store or use this whopper. Plus, the resulting 1/2"" bits are way too wide to even be called slices. Chunks, more like.  At least it was cheap, shipping was free, it's bright yellow! and I had a good laugh when I opened the *huge* Amazon box. When I figure out what this might really be used for, I'll update.",Bobby's Girl
119,119,119,5.0,19 Jun 2013,"I understand it may also be helpful with bananas, but I really don't see how.  Can someone upload a YouTube video or something?",Ben C.
120,120,120,5.0,17 Feb 2013,"At the office I was always the outcast. Always the one to stay home when office parties were going on, petting my cat, and watching the news. They called me 'Boring Bob'. I never had any cool party tricks. That was, until the Hutzler 571 Banana slicer. It looked like a good idea, and seeing as how I was too lazy to actually slice my bananas myself, I knew it would be a good investment.",Carolyn
121,121,121,5.0,22 Jan 2013,"I have been waiting and waiting to be one of the many to write a review for this product.  So excited.  I fear I may blow it.  The banana slicer came in a HUGE package and actually stayed in my office for three weeks before I opened it.  I was expecting a smaller package and pushed the big one aside, waiting and waiting for my slicer.  Finally, I opened the big package and there were yards and yards of brown paper and what did I find in the bottom.  My banana slicer.  Now I am secure that I am in the in crowd.  Life is good.  My reason for being has come.",Betsy Price
122,122,122,4.0,31 Jul 2015,Bought this as kind of a funny gift for my Daughter because my grandkids love bananas on their morning cereal & oatmeal. Turns out she uses it all the time for them. Only thin is it gets gunked up after cutting 2 bananas & you have to clean it before cutting a 3rd or more.,T. Schmidt
