,0
46,"Tout d'abord, la note est sévère, mais à nuancer selon votre besoin: Les avantages : -open fit donc pas de douleurs (type airpods, freebuds) -des basses qui résonne ! Elle sont vraiment bonne, bien meilleur que nombre de modèles intras sous 150€. -le boîtier est qualitatif est avec une charnière double aimant (encore une fois:type airpods, freebuds, et non pas plastique type redmi airdots ou Samsung buds) -le prix ! (-100€ pour des open fit d'une marque reconnue c'est parfait !) -bluetooth 5.0 -bouton physique ? (Pour les sportif j'imagine) Les moins: -sons pas du tout cristallin, les voix sont effacés... -pas de boutons tactile (se rentrer l'écouteur dans l'oreille c'est moyen) -prise micro USB... -finitions des écouteurs. Ils sont vraiment très moyen niveau assemblage et niveau matériaux. Il y a même du plastique brut non peint. Voilà pour les grandes lignes. En résumé, moi qui suis très sensible a la qualité de finition d'un produits, qui aime les basses mais cherche un sons limpide, j'ai étais moyennement conquis. Oui les basses sont folles et nous font aimer ou redécouvrir certain morceau, mais a l'inverse en dénaturé d'autre... Donc tout dépendra de ce que vous cherchez: si c'est un budget et des basses foncée! Si c'est une expérience : aller chez Huawei ou Apple. Merci d'avoir lu ☺️"
47,"Le son est très bon, ils sont legers et faciles à configurer et à recharger dans leur etui. Par contre les connectiques de charge se sont oxydés en 15 jours sur les miens et empechent donc un des ecouteurs de se recharger... Ayant jeté l'emballage, je ne peux hélas pas les renvoyer :/"
48,"Pour call of Duty sur iPhone nickel le bruit des grenade, tir ect... bien mieux que l’écouteur du téléphone. pour la télé clip.... impeccable mais pour la musique sur les plateformes connu de musique bof, j’imagine que soit ça vient de l’enregistrement ou les plateforme limite la qualité sonore Sinon pour les écouteurs, c’est impressionnant en esperant que les batteries dure longtemps. (Vraiment on les sent peu dans les oreilles juste assez pour sentir si ça tombe)"
49,"J'ai lu d'autres commentaires similaires, l'écouteur gauche cesse de se charger et de fonctionner correctement au bout de qqn temps. Bref vous n'en aurez d'un sur 2 !"
50,"Utilisé pour les visoconf et donc pour le travail. Appairage instantané, nickel. qualité de fabrication vraiment irréprochable. on a du matériel de qualité en main. coté son c'est très aigu quand même. on est très (très) loin de la qualité Bose par exemple. en résumé : pour le téléphone ou les visioconf et pour le travail 20/20. Pour la musique c'est plutôt 10/20."
51,"Après une semaine et utilisation dans différentes configurations, avec mon PC et mon smart phone Android, je suis très satisfait. Largement moins cher que des airpods, pour un service équivalent"
52,"Bon produit. Bon son, même pendant les appels, vos interlocuteurs entendent très bien. Matière plastique, bouton sur les pods donc l'oreillette rentre dans vos oreilles pour changer de musique ou répondre par exemple, pas confortable. Sinon pour ma part, après 2 mois d'utilisation l'oreillette droit ne fonctionnait plus : plus de recharge ni de connexion. Jai renvoyé le produit. Dommage il était bien."
53,"Pratique pour le sport mais pendant la course à pied, les écouteurs glissent un peu :/ A voir dans le temps..."
54,"Tengo muchos auriculares. Bose, Apple, Sehnheiser, Senso, JBL... y quería estos por lo sencillo de su diseño, pero es justo su diseño y modo de uso lo que compromete su sonido. El nivel de su volumen es más bien bajo y las frecuencias que aporta, esto es, su rendimiento en bajos-medios-agudos cambia de la noche al día según te los aprietas y esta es la clave del problema. No son malos, pero no son buenos tampoco. Cualquier marca china a cambio de 50 o 60 euros puede ofrecerte un rendimiento similar. JBL es, o al menos era, una gran marca y por querer ofrecer un producto competidor de los AirPods de Apple pero a mitad de precio cae justo donde caen los de Apple: su no aislamiento. Al no aislarse tienes dos problemas: uno, la posición y postura de uso, que dependerá un poco en la forma de tus orejas permitirá que te los acerques mejor o peor a tu pabellón auditivo. La forma de mi oreja no ayuda demasiado. Si me los aprieto el sonido pega un cambio radical, mejora mucho y se aleja del sonido a lata que consigo si los dejo en su posición natural. Por otra parte al no ser aislantes el problema se incrementa, no porque dejes de oír los ruidos de la calle, tráfico, gente hablando, sino porque al aislarse creas una cámara anecoica dentro de tus oídos y que se forma desde el aislante y hacia dentro, con lo que concentras ese sonido mejor y más pegado a ti. Al ser ""abiertos"" son cómodos, pero como haya mucho jaleo a tu alrededor su nivel puede ser incluso bajo para escuchar música y voces. ir con ellos por la calle, haciendo ejercicio, o incluso estando en casa con las manos apretándotelos es inviable, así que te los comes tal y como son. Les pasa otra cosa raruna: son algo perezosos a la hora de activarse y sincronizarse con mi iPhone. Los sacas de la caja, reducida y bien acabada pero algo incómoda por tener una sujeción por imán algo excesiva, te los pones, y tardan... 10 o 12 segundos en sincronizarse. Si te llaman por teléfono y los sacas para responder, la situación se puede convertir en confusa. Te los pones y suenan una serie de sonidos de activación, luego de sincronía, mientras que con la otra oreja, la izquierda, respondes al aparato, para que todo se quede en silencio un par de segundos, y empieces a escuchar por el oido derecho que es el ""master"" del duo. Se oye el teléfono por los dos, pero el izquierda es esclavo de derecho. Sin el derecho activado no haces nada. No son malos, pero tiene estos peros. No se si voy a devolverlos, sospecho que no, pero sin el aislante sus prestaciones se disipan mucho. Para andar por casa, escuchar podcast, bien, para escuchar música peor, para ir con ellos por la calle... flojos. A mi entender, por sonido, comodidad, equilibrio calidad-precio, de largo los mejores que he usado son los Bose. El problema es que duran muy poco, están fabricados con materiales y técnicas que acaban fallando rápido."
55,"Ich habe keine Airpods und deshalb kann ich sie auch nicht verkleichen aber wen du aus irgendeinem Grund keine Airpods willst so wie ich, dan sind diese Kopfhörer perfekt sie sind bequem im Ohr und fallen auch nicht einfach so heraus aber wenn sie herunter fallen dan kann auch mal die ein oder andere Delle reinkommen aber verarbeiten klang und aussehen sind sehr gut sind nur unten rum etwas zu breit p.s. Einfach rechter kopfhörer rausnehmen auf den Knopf drücken 3 bis 5 Sekunden warten und schon sind sie verbunden mit dem Handy noch mal auf den Knopf drücken und spotify wir automatisch auf gemacht und ein Lied abgespielt"
56,"Sieht nur schick aus, außerdem dem keine echtes Bass wie die in werbung gezeigt haben und sitz sehr schlecht in meinen Ohren. 20h Akku Zeit ??????? Erstmal stimmt es nicht wirklich, die gehen nach 2, 3 Stunde komplett aus. Und zweites soger eine Chinesische Marke halt mehr aus. Bin sehr enttäuscht dass ich keine Samsung oder Airpod gekauft habe :(((((( Ich dachte ich Zahle Marke Qualität und Zufriedenheit, Ehrlich gesagt für den Preis würde ich nie empfehlen,"
57,"Pro: - Guter Bass - Ausreichende Akkulaufzeit - Schönes Design - Preis/Leistung - Angenehm im Ohr Contra: - Keine App vorhanden - Man kann nicht den Akkustand sehen, bzw. nur über Bluetooth (nicht die Case) - Micro-USB am Case Würde die Kopfhörer auf jeden Fall weiterempfehlen, da die positiven Aspekte herausstechen."
58,"Good quality and value for money, not the best when it comes to noise cancellation"
59,"Ich habe nach Bluetooth in ear Kopfhörer gesucht. Da mir die ganzen Dinger mit den In ear gummi Aufsätzen nicht passen (zu kleine Ohrmuscheln) und immer rausfallen, habe ich nach solchen wie die Apple Ear Pods gesucht und hatte vorher nur solche mit Kabel gefunden. Mit den von JBL komme ich super zurecht und der Sound ist mehr als gut. Der Bass ist auch super. Der Preis könnte günstiger sein, die Bluetooth In Ear Kopfhörer bewegen sich alle in diesem Preisgeld oder sogar teurer. Bei der Akkulaufzeut hatte ich vor dem Kauf Bedenken, da nur 3 h angegeben waren. Ich komme mit den Kopfhörer länger hin. Zumal ich die immer nur ne Stunde benutze und dann wieder in die Box packe und dann wenn ich sie wieder benutze sind sie wieder voll. Also alles Tippi toppi! Kann ich nur empfehlen."
60,"Gli auricolari hanno lo stesso firmware (e presumo hardware) di altri auricolari in mio possesso ma pagati 35€: lo si evince dal fatto che i suoni di avviso, i lampeggi dei leds, e le indicazioni di carica sono identici. L'audio è buono ma in chiamata si interrompe continuamente con dei glitches ed i due auricolari vanno spesso fuori sincronismo, indipendentemente dalla distanza dallo smartphone. Le batterie, in riproduzione continuativa durano circa 1 ora e trenta minuti, contro le 3 ore dichiarate. Acquistati due kits per me ed il mio collega: uno è stato provato su iphone 11 pro e l'altro su galaxy S9, entrambi con gli stessi problemi. Quasi 100€ per questa roba credo siano insensati: resi entrambi."
